BARCODE	BRAND	DESCRIP	TYPE	SIZE	PRICE_C	QTY_ON_HND
08068639540	DEKUYPER	SOUR APPLE PUCKER	CORDIALS-AMERICAN	750ML	13.79	
S55550	DEKUYPER	SOUR APPLE PUCKER	CORDIALS-AMERICAN	750ML	13.79	
08068639543	DEKUYPER	SOUR APPLE PUCKER	CORDIALS-AMERICAN	750ML	13.79	
S15003	DEKUYPER	SOUR APPLE PUCKER	CORDIALS-AMERICAN	750ML	13.79	
01722470013	CONUNDRUM WHITE	CAYMUS VINYARDS	WINE-CAL MERITAGE WHITE	750ML	17.24	1
S70725	CONUNDRUM WHITE	CAYMUS VINYARDS	WINE-CAL MERITAGE WHITE	750ML	17.24	1
01722470113	CONUNDRUM WHITE	CAYMUS VINYARDS	WINE-CAL MERITAGE WHITE	750ML	17.24	1
S25411	CONUNDRUM WHITE	CAYMUS VINYARDS	WINE-CAL MERITAGE WHITE	750ML	17.24	1
01722470213	CONUNDRUM WHITE	CAYMUS VINYARDS	WINE-CAL MERITAGE WHITE	750ML	17.24	1
01722470313	CONUNDRUM WHITE	CAYMUS VINYARDS	WINE-CAL MERITAGE WHITE	750ML	17.24	1
01722470413	CONUNDRUM WHITE	CAYMUS VINYARDS	WINE-CAL MERITAGE WHITE	750ML	17.24	1
01722470513	CONUNDRUM WHITE	CAYMUS VINYARDS	WINE-CAL MERITAGE WHITE	750ML	17.24	1
01722470613	CONUNDRUM WHITE	CAYMUS VINYARDS	WINE-CAL MERITAGE WHITE	750ML	17.24	1
01722475010	CONUNDRUM WHITE	CAYMUS VINYARDS	WINE-CAL MERITAGE WHITE	750ML	17.24	1
01722485010	CONUNDRUM WHITE	CAYMUS VINYARDS	WINE-CAL MERITAGE WHITE	750ML	17.24	1
01722475012	CONUNDRUM WHITE	CAYMUS VINYARDS	WINE-CAL MERITAGE WHITE	750ML	17.24	1
08835210003	EVERCLEAR 153%	GRAIN ALCOHOL	AGUARDIENTE	750ML	25.29	
N840304	EVERCLEAR 153%	GRAIN ALCOHOL	AGUARDIENTE	750ML	25.29	
08835212309	EVERCLEAR 153%	GRAIN ALCOHOL	AGUARDIENTE	750ML	25.29	
63778933663	MARTIN CODAX	ALBARINO	WINE-SPAIN	750ML	20.69	7
08500001592	MARTIN CODAX	ALBARINO	WINE-SPAIN	750ML	20.69	7
08811015615	HENNESSY PARADIS	COGNAC SUPERIO	COGNAC	750ML	1609.99	1
S20362	HENNESSY PARADIS	COGNAC SUPERIO	COGNAC	750ML	1609.99	1
08308955010	GREY GOOSE	VODKA	VODKA-IMPORTED	1LT	40.24	22
08048028001	GREY GOOSE	VODKA	VODKA-IMPORTED	1LT	40.24	22
08981905658	CHATEAU ST JEAN	CABERNET SAUVIGNON	WINE-CAL CABERNET SAVIGNON	750ML	13.79	1
S33680	CHATEAU ST JEAN	CABERNET SAUVIGNON	WINE-CAL CABERNET SAVIGNON	750ML	13.79	1
S65869	CHATEAU ST JEAN	CABERNET SAUVIGNON	WINE-CAL CABERNET SAVIGNON	750ML	13.79	1
S63327	CHATEAU ST JEAN	CABERNET SAUVIGNON	WINE-CAL CABERNET SAVIGNON	750ML	13.79	1
08981979686	CHATEAU ST JEAN	CABERNET SAUVIGNON	WINE-CAL CABERNET SAVIGNON	750ML	13.79	1
08700020218	PARROT BAY	COCONUT +  PET	RUM-IMPORTED	1.75	22.99	5
08200074457	PARROT BAY	COCONUT +  PET	RUM-IMPORTED	1.75	22.99	5
08800403700	PARROT BAY	COCONUT +  PET	RUM-IMPORTED	1.75	22.99	5
08700020205	PARROT BAY	COCONUT	RUM-IMPORTED	750ML	12.64	5
08700000418	PARROT BAY	COCONUT	RUM-IMPORTED	750ML	12.64	5
874170	PARROT BAY	COCONUT	RUM-IMPORTED	750ML	12.64	5
S865	PARROT BAY	COCONUT	RUM-IMPORTED	750ML	12.64	5
08700020221	PARROT BAY	COCONUT	RUM-IMPORTED	750ML	12.64	5
874180	PARROT BAY	COCONUT	RUM-IMPORTED	750ML	12.64	5
AS08700020205	PARROT BAY	COCONUT	RUM-IMPORTED	750ML	12.64	5
08800403657	PARROT BAY	COCONUT	RUM-IMPORTED	750ML	12.64	5
08800403999	PARROT BAY	COCONUT	RUM-IMPORTED	750ML	12.64	5
871430	PARROT BAY	COCONUT	RUM-IMPORTED	375ML	9.42	
S19085	PARROT BAY	COCONUT	RUM-IMPORTED	375ML	9.42	
S884	PARROT BAY	COCONUT	RUM-IMPORTED	375ML	9.42	
871450	PARROT BAY	COCONUT	RUM-IMPORTED	375ML	9.42	
0871450	PARROT BAY	COCONUT	RUM-IMPORTED	375ML	9.42	
08700000145	PARROT BAY	COCONUT	RUM-IMPORTED	375ML	9.42	
08811083125	CASA LAPOSTOLLE	MERLOT	WINE-CHILE	750ML	13.79	
08678566007	FAUSTINO VII	RIOJA	WINE-SPAIN	750ML	12.64	
N181204	FAUSTINO VII	RIOJA	WINE-SPAIN	750ML	12.64	
08559210456	MC CORMICK	VODKA	VODKA-AMERICAN	375ML	6.2	16
P492165	MC CORMICK	VODKA	VODKA-AMERICAN	375ML	6.2	16
08559210453	MC CORMICK	VODKA	VODKA-AMERICAN	1LT	12.64	5
08308955000	GREY GOOSE	VODKA	VODKA-IMPORTED	750ML	31.04	27
08308955020	GREY GOOSE	VODKA	VODKA-IMPORTED	750ML	31.04	27
08308955022	GREY GOOSE	VODKA	VODKA-IMPORTED	750ML	31.04	27
08048028006	GREY GOOSE	VODKA	VODKA-IMPORTED	750ML	31.04	27
08048028108	GREY GOOSE	VODKA	VODKA-IMPORTED	750ML	31.04	27
08048028002	GREY GOOSE	VODKA	VODKA-IMPORTED	750ML	31.04	27
C08048028002	GREY GOOSE	VODKA	VODKA-IMPORTED	750ML	31.04	27
08048098364	GREY GOOSE	VODKA	VODKA-IMPORTED	750ML	31.04	27
08048098482	GREY GOOSE	VODKA	VODKA-IMPORTED	750ML	31.04	27
08048098721	GREY GOOSE	VODKA	VODKA-IMPORTED	750ML	31.04	27
08048098886	GREY GOOSE	VODKA	VODKA-IMPORTED	750ML	31.04	27
ALZG175	ALIZE	GOLD PASSION	CORDIALS-IMPORTED	1.75L	27.59	
08469221002	ALIZE	GOLD PASSION	CORDIALS-IMPORTED	1.75L	27.59	
3.28295E+12	PALMES D OR VINTAGE	BRUT	WINE-CHAMPAGNE	750ML	183.99	1
08838800830	PALMES D OR VINTAGE	BRUT	WINE-CHAMPAGNE	750ML	183.99	1
08366485841	BALVENIE	21 YR - SINGLE MALT	WHIS-SCOTCH	750ML	340.39	2
N66324	BALVENIE	21 YR - SINGLE MALT	WHIS-SCOTCH	750ML	340.39	2
08811008105	DEWAR'S	WHITE LABEL	WHIS-SCOTCH	750ML	25.29	62
08048023002	DEWAR'S	WHITE LABEL	WHIS-SCOTCH	750ML	25.29	62
P44248	DEWAR'S	WHITE LABEL	WHIS-SCOTCH	750ML	25.29	62
08066062005	99 BANANAS	BANANA SCHNAPS	CORDIALS-AMERICAN	750ML	18.39	
N104204	99 BANANAS	BANANA SCHNAPS	CORDIALS-AMERICAN	750ML	18.39	
08469220114	ALIZE	RED PASSION	CORDIALS-IMPORTED	750ML	21.84	
N272024	ALIZE	RED PASSION	CORDIALS-IMPORTED	750ML	21.84	
08469221150	ALIZE	RED PASSION	CORDIALS-IMPORTED	750ML	21.84	
S27821	CAPEL RESERVADO MOAI	PISCO MOAI	RUM-IMPORTED	750ML	33.34	
INDIO	CAPEL RESERVADO MOAI	PISCO MOAI	RUM-IMPORTED	750ML	33.34	
08832015204	CAPEL RESERVADO MOAI	PISCO MOAI	RUM-IMPORTED	750ML	33.34	
08068632040	DEKUYPER	CACAO-DARK	CORDIALS-AMERICAN	750ML	12.64	
S25145	DEKUYPER	CACAO-DARK	CORDIALS-AMERICAN	750ML	12.64	
08068632003	DEKUYPER	CACAO-DARK	CORDIALS-AMERICAN	750ML	12.64	
08068631640	DEKUYPER LIC	BLUE CURACAO	CORDIALS-IMPORTED	750ML	13.79	4
S25134	DEKUYPER LIC	BLUE CURACAO	CORDIALS-IMPORTED	750ML	13.79	4
08068631602	DEKUYPER LIC	BLUE CURACAO	CORDIALS-IMPORTED	750ML	13.79	4
08800414363	CACHACA 51 BRASIL	CACHACA	RUM-IMPORTED	1LT	25.29	
N854863	CACHACA 51 BRASIL	CACHACA	RUM-IMPORTED	1LT	25.29	
08800414364	CACHACA 51 BRASIL	CACHACA	RUM-IMPORTED	1LT	25.29	
7.896E+12	CACHACA 51 BRASIL	CACHACA	RUM-IMPORTED	1LT	25.29	
08051604424	BANFI	BRUNELO DI MONTALCINO	WINE-ITALY	750ML	83.94	11
P1783059	BANFI	BRUNELO DI MONTALCINO	WINE-ITALY	750ML	83.94	11
08043250018	JAMESON	IRISH WHISKY	WHIS-IRISH	1.75	60.94	2
S24600	JAMESON	IRISH WHISKY	WHIS-IRISH	1.75	60.94	2
08292839985	DI AMORE	SAMBUCA	CORDIALS-IMPORTED	750ML	17.24	
N103274	DI AMORE	SAMBUCA	CORDIALS-IMPORTED	750ML	17.24	
08800402757	DI AMORE	SAMBUCA	CORDIALS-IMPORTED	750ML	17.24	
08700065361	CHIVAS REGAL	18 YRS SCOTCH WHISKY	WHIS-SCOTCH	750ML	91.99	3
08700080547	CHIVAS REGAL	18 YRS SCOTCH WHISKY	WHIS-SCOTCH	750ML	91.99	3
08043240048	CHIVAS REGAL	18 YRS SCOTCH WHISKY	WHIS-SCOTCH	750ML	91.99	3
08043210386	CHIVAS REGAL	18 YRS SCOTCH WHISKY	WHIS-SCOTCH	750ML	91.99	3
08043210548	CHIVAS REGAL	18 YRS SCOTCH WHISKY	WHIS-SCOTCH	750ML	91.99	3
08811093501	GRAND MARNIER	CUVEE DE CENTENAIRE	CORDIALS-IMPORTED	750ML	151.79	
08954033805	LAPHROAIG	10 YR - SINGLE MALT	WHIS-SCOTCH	750ML	78.19	
08068681301	LAPHROAIG	10 YR - SINGLE MALT	WHIS-SCOTCH	750ML	78.19	
08678547002	SANTA RITA 120	CHARDONNAY	WINE-CHILE	750ML	9.19	
08308955037	GREY GOOSE	VODKA	VODKA-IMPORTED	375ML	17.24	16
S38168	GREY GOOSE	VODKA	VODKA-IMPORTED	375ML	17.24	16
08308955035	GREY GOOSE	VODKA	VODKA-IMPORTED	375ML	17.24	16
08048028003	GREY GOOSE	VODKA	VODKA-IMPORTED	375ML	17.24	16
08515612215	KETEL ONE	VODKA	VODKA-IMPORTED	375ML	18.39	12
N762106	KETEL ONE	VODKA	VODKA-IMPORTED	375ML	18.39	12
02696482396	FLOR DE CANA	12 YRS. CENTENARIO	RUM-IMPORTED	750ML	39.09	7
08112800150	WOODFORD RESERVE	BOURBON	WHIS-AMERICAN	750ML	42.54	2
08112824135	WOODFORD RESERVE	BOURBON	WHIS-AMERICAN	750ML	42.54	2
08112820143	WOODFORD RESERVE	BOURBON	WHIS-AMERICAN	750ML	42.54	2
08112820198	WOODFORD RESERVE	BOURBON	WHIS-AMERICAN	750ML	42.54	2
08112800500	OLD FORESTER	BOURBON	WHIS-AMERICAN	1.75	45.99	
P21220	OLD FORESTER	BOURBON	WHIS-AMERICAN	1.75	45.99	
08308520092	FRANCISCAN	MERLOT	WINE-CAL MERLOT	750ML	24.14	
S54452	FRANCISCAN	MERLOT	WINE-CAL MERLOT	750ML	24.14	
09870908858	CATENA	MALBEC	WINE-ARGENTINA	750ML	27.59	
72173300015	PATRON	REPOSADO	TEQUILA	.750L	58.64	7
08048002262	PATRON	REPOSADO	TEQUILA	.750L	58.64	7
875580	ABSOLUT	MANDARIN	VODKA-IMPORTED	750ML	24.14	
S47876	ABSOLUT	MANDARIN	VODKA-IMPORTED	750ML	24.14	
08700000558	ABSOLUT	MANDARIN	VODKA-IMPORTED	750ML	24.14	
S59201	ABSOLUT	MANDARIN	VODKA-IMPORTED	750ML	24.14	
83522900230	ABSOLUT	MANDARIN	VODKA-IMPORTED	750ML	24.14	
AS08700000558	ABSOLUT	MANDARIN	VODKA-IMPORTED	750ML	24.14	
73995898420	COPPOLA DIAMOND	CHARDONNAY	WINE-CAL CHARDONNAY	750ML	16.09	
S67811	COPPOLA DIAMOND	CHARDONNAY	WINE-CAL CHARDONNAY	750ML	16.09	
08366499041	GLENFIDDICH	18 YRS. SINGLE MALT	WHIS-SCOTCH	750ML	149.49	3
N66214	GLENFIDDICH	18 YRS. SINGLE MALT	WHIS-SCOTCH	750ML	149.49	3
08366486891	MILAGRO	SILVER	TEQUILA	750ML	31.04	2
08308955017	GREY GOOSE	VODKA	VODKA-IMPORTED	1.75L	60.94	6
08308955018	GREY GOOSE	VODKA	VODKA-IMPORTED	1.75L	60.94	6
08048028000	GREY GOOSE	VODKA	VODKA-IMPORTED	1.75L	60.94	6
08048000467	GREY GOOSE	VODKA	VODKA-IMPORTED	1.75L	60.94	6
08048098397	GREY GOOSE	VODKA	VODKA-IMPORTED	1.75L	60.94	6
08048098461	GREY GOOSE	VODKA	VODKA-IMPORTED	1.75L	60.94	6
08048098881	GREY GOOSE	VODKA	VODKA-IMPORTED	1.75L	60.94	6
08972700750	PONCHE CREMA	CREME VENEZUELA	CORDIALS-IMPORTED	750ML	21.84	9
08972700001	PONCHE CREMA	CREME VENEZUELA	CORDIALS-IMPORTED	750ML	21.84	9
870180	MARGARITAVILLE	TEQUILA GOLD	TEQUILA	1.75	27.59	4
08835212151	MARGARITAVILLE	TEQUILA GOLD	TEQUILA	1.75	27.59	4
08835212241	MARGARITAVILLE	TEQUILA GOLD	TEQUILA	1.75	27.59	4
08602400792	MARGARITAVILLE	TEQUILA GOLD	TEQUILA	1.75	27.59	4
872030	MARGARITAVILLE	TEQUILA SILVER	TEQUILA	1.75	28.74	7
N311424	MARGARITAVILLE	TEQUILA SILVER	TEQUILA	1.75	28.74	7
0872030	MARGARITAVILLE	TEQUILA SILVER	TEQUILA	1.75	28.74	7
08835212145	MARGARITAVILLE	TEQUILA SILVER	TEQUILA	1.75	28.74	7
08602400781	MARGARITAVILLE	TEQUILA SILVER	TEQUILA	1.75	28.74	7
872130	MARGARITAVILLE	TEQUILA SILVER	TEQUILA	750ML	17.24	11
08835212147	MARGARITAVILLE	TEQUILA SILVER	TEQUILA	750ML	17.24	11
08602400784	MARGARITAVILLE	TEQUILA SILVER	TEQUILA	750ML	17.24	11
08811083128	CASA LAPOSTOLLE CUV ALEX	CHARDONNA	WINE-CHILE	750ML	27.59	
43	TANQUERAY	GIN	GIN-IMPORTED	50ML	2.98	
S15437	TANQUERAY	GIN	GIN-IMPORTED	50ML	2.98	
895000	TANQUERAY	GIN	GIN-IMPORTED	50ML	2.98	
0895000	TANQUERAY	GIN	GIN-IMPORTED	50ML	2.98	
08811093106	GRAND MARNIER	LIQUEUR	CORDIALS-IMPORTED	50ML	5.74	120
S954	GRAND MARNIER	LIQUEUR	CORDIALS-IMPORTED	50ML	5.74	120
64918890036	GRAND MARNIER	LIQUEUR	CORDIALS-IMPORTED	50ML	5.74	120
08068639640	DEKUYPER	WATERMELON PUCKER	CORDIALS-AMERICAN	750ML	12.64	
61776811175	SVEDKA	VODKA	VODKA-IMPORTED	750ML	16.09	12
P440248	SVEDKA	VODKA	VODKA-IMPORTED	750ML	16.09	12
1776811110	SVEDKA	VODKA	VODKA-IMPORTED	750ML	16.09	12
08515600750	KETEL ONE	CITRON	VODKA-IMPORTED	750ML	29.89	
N762124	KETEL ONE	CITRON	VODKA-IMPORTED	750ML	29.89	
08515617501	KETEL ONE	CITRON	VODKA-IMPORTED	750ML	29.89	
08175380942	CLOUDY BAY	SAUVIGNON BLANC	WINE-NEW ZEALAND	750ML	39.09	3
08308956000	GREY GOOSE	L ORANGE	VODKA-IMPORTED	750ML	32.19	2
S77045	GREY GOOSE	L ORANGE	VODKA-IMPORTED	750ML	32.19	2
S17099	GREY GOOSE	L ORANGE	VODKA-IMPORTED	750ML	32.19	2
08308956020	GREY GOOSE	L ORANGE	VODKA-IMPORTED	750ML	32.19	2
S77036	GREY GOOSE	L ORANGE	VODKA-IMPORTED	750ML	32.19	2
S371	GREY GOOSE	L ORANGE	VODKA-IMPORTED	750ML	32.19	2
08308956039	GREY GOOSE	L ORANGE	VODKA-IMPORTED	750ML	32.19	2
S14281	GREY GOOSE	L ORANGE	VODKA-IMPORTED	750ML	32.19	2
08308956022	GREY GOOSE	L ORANGE	VODKA-IMPORTED	750ML	32.19	2
08048028103	GREY GOOSE	L ORANGE	VODKA-IMPORTED	750ML	32.19	2
08048000325	GREY GOOSE	L ORANGE	VODKA-IMPORTED	750ML	32.19	2
08811015103	HENNESSY	VSOP PRIVILEGE	COGNAC	375ML	39.09	6
S33666	HENNESSY	VSOP PRIVILEGE	COGNAC	375ML	39.09	6
08175382549	HENNESSY	VSOP PRIVILEGE	COGNAC	375ML	39.09	6
08811015110	HENNESSY	VSOP PRIVILEGE	COGNAC	200ML	26.44	8
S55967	HENNESSY	VSOP PRIVILEGE	COGNAC	200ML	26.44	8
67454500041	DON JULIO	REPOSADO	TEQUILA	750ML	63.24	49
72105912756	PALLINI	LIMONCELLO	CORDIALS-AMERICAN	750ML	32.19	
S94270	PALLINI	LIMONCELLO	CORDIALS-AMERICAN	750ML	32.19	
03938300656	PALLINI	LIMONCELLO	CORDIALS-AMERICAN	750ML	32.19	
03938300646	PALLINI	LIMONCELLO	CORDIALS-AMERICAN	750ML	32.19	
73604050138	PALLINI	LIMONCELLO	CORDIALS-AMERICAN	750ML	32.19	
73604050500	PALLINI	LIMONCELLO	CORDIALS-AMERICAN	750ML	32.19	
08043256517	RUSSELL'S RESERVE	10 YEARS	WHIS-AMERICAN	750ML	36.79	
S74470	RUSSELL'S RESERVE	10 YEARS	WHIS-AMERICAN	750ML	36.79	
72105995750	RUSSELL'S RESERVE	10 YEARS	WHIS-AMERICAN	750ML	36.79	
08366499044	GLENFIDDICH	30 YR - SINGLE MALT	WHIS-SCOTCH	750ML	1034.99	
S78409	GLENFIDDICH	30 YR - SINGLE MALT	WHIS-SCOTCH	750ML	1034.99	
08811015896	TERRAZAS	MALBEC	WINE-ARGENTINA	750ML	11.49	6
08048023102	DEWAR'S	12 YR	WHIS-SCOTCH	750ML	36.79	6
08048023112	DEWAR'S	12 YR	WHIS-SCOTCH	750ML	36.79	6
08048023113	DEWAR'S	12 YR	WHIS-SCOTCH	750ML	36.79	6
08048023114	DEWAR'S	12 YR	WHIS-SCOTCH	750ML	36.79	6
08048023116	DEWAR'S	12 YR	WHIS-SCOTCH	750ML	36.79	6
08048001515	DEWAR'S	12 YR	WHIS-SCOTCH	750ML	36.79	6
C08048023102	DEWAR'S	12 YR	WHIS-SCOTCH	750ML	36.79	6
08048000479	DEWAR'S	12 YR	WHIS-SCOTCH	750ML	36.79	6
08048000534	DEWAR'S	12 YR	WHIS-SCOTCH	750ML	36.79	6
08048098587	DEWAR'S	12 YR	WHIS-SCOTCH	750ML	36.79	6
08048023100	DEWAR'S	12 YR.	WHIS-SCOTCH	1.75	66.69	3
08048023109	DEWAR'S	12 YR.	WHIS-SCOTCH	1.75	66.69	3
08048023115	DEWAR'S	12 YR.	WHIS-SCOTCH	1.75	66.69	3
08048023118	DEWAR'S	12 YR.	WHIS-SCOTCH	1.75	66.69	3
08048000261	DEWAR'S	12 YR.	WHIS-SCOTCH	1.75	66.69	3
ALZR175	ALIZE	RED PASSION	CORDIALS-IMPORTED	1.75L	27.59	
08469221012	ALIZE	RED PASSION	CORDIALS-IMPORTED	1.75L	27.59	
S3322	ROBERT MONDAVI PS	MERLOT	WINE-CAL MERLOT	750ML	11.49	
08600300042	ROBERT MONDAVI PS	MERLOT	WINE-CAL MERLOT	750ML	11.49	
08200019032	JOSE CUERVO AUTHENTIC	MARGARITAS	MIXERS	1.75	20.69	23
81153801099	JOSE CUERVO AUTHENTIC	MARGARITAS	MIXERS	1.75	20.69	23
08711606973	BELVEDERE	VODKA	VODKA-IMPORTED	1.75	62.09	6
S75970	BELVEDERE	VODKA	VODKA-IMPORTED	1.75	62.09	6
08711606952	BELVEDERE	VODKA	VODKA-IMPORTED	1.75	62.09	6
08711606953	BELVEDERE	VODKA	VODKA-IMPORTED	1.75	62.09	6
08175382077	BELVEDERE	VODKA	VODKA-IMPORTED	1.75	62.09	6
08175382701	BELVEDERE	VODKA	VODKA-IMPORTED	1.75	62.09	6
08175383168	BELVEDERE	VODKA	VODKA-IMPORTED	1.75	62.09	6
08175383780	BELVEDERE	VODKA	VODKA-IMPORTED	1.75	62.09	6
08970877642	THREE OLIVES	VODKA	VODKA-IMPORTED	750ML	19.54	5
S65323	THREE OLIVES	VODKA	VODKA-IMPORTED	750ML	19.54	5
S46553	THREE OLIVES	VODKA	VODKA-IMPORTED	750ML	19.54	5
81153801519	THREE OLIVES	VODKA	VODKA-IMPORTED	750ML	19.54	5
81153801190	THREE OLIVES	VODKA	VODKA-IMPORTED	750ML	19.54	5
81153801903	THREE OLIVES	VODKA	VODKA-IMPORTED	750ML	19.54	5
08308966017	JAGERMEISTER	LIQUEUR	CORDIALS-IMPORTED	1.75	52.89	3
S40495	JAGERMEISTER	LIQUEUR	CORDIALS-IMPORTED	1.75	52.89	3
08308900034	JAGERMEISTER	LIQUEUR	CORDIALS-IMPORTED	1.75	52.89	3
08292825175	LAUDER'S PET	SCOTCH	WHIS-SCOTCH	750ML	13.79	
08066036505	LAUDER'S PET	SCOTCH	WHIS-SCOTCH	750ML	13.79	
60805710500	ARANDAS	GOLD	TEQUILA	1.0L	16.09	
08954013543	ARANDAS	GOLD	TEQUILA	1.0L	16.09	
08711601230	CHOPIN	VODKA POTATO	VODKA-IMPORTED	1.75	50.59	3
08711601510	CHOPIN	VODKA POTATO	VODKA-IMPORTED	1.75	50.59	3
85293500117	CHOPIN	VODKA POTATO	VODKA-IMPORTED	1.75	50.59	3
08559210454	MC CORMICK	VODKA	VODKA-AMERICAN	750ML	12.64	
P492140	MC CORMICK	VODKA	VODKA-AMERICAN	750ML	12.64	
08559211864	MC CORMICK	VODKA	VODKA-AMERICAN	750ML	12.64	
72870467500	JOHN BARR	BLACK	WHIS-SCOTCH	750ML	22.99	
08764711196	JOHN BARR	BLACK	WHIS-SCOTCH	750ML	22.99	
08068633940	DEKUYPER LIC	MENTHE GREEN	CORDIALS-AMERICAN	750ML	13.79	3
S25157	DEKUYPER LIC	MENTHE GREEN	CORDIALS-AMERICAN	750ML	13.79	3
08308510102	FRANCISCAN	MAGNIFICANT	WINE-CAL MERITAGE RED	750ML	57.49	
S61064	FRANCISCAN	MAGNIFICANT	WINE-CAL MERITAGE RED	750ML	57.49	
61776811110	SVEDKA	VODKA	VODKA-IMPORTED	1LT	18.39	
P440230	SVEDKA	VODKA	VODKA-IMPORTED	1LT	18.39	
72081593013	CORRALEJO	REPOSADO	TEQUILA	750ML	39.09	4
08048002546	BACARDI	GOLD - PET	RUM-IMPORTED	750ML	17.24	25
P41541	BACARDI	GOLD - PET	RUM-IMPORTED	750ML	17.24	25
08051603714	BANFI	ROSSO DI MONTALCINO	WINE-ITALY	750ML	31.04	2
P1783448	BANFI	ROSSO DI MONTALCINO	WINE-ITALY	750ML	31.04	2
08048023107	DEWAR'S	12 YR	WHIS-SCOTCH	50 ML	4.36	
08678571017	NAVARRO CORREAS	MALBEC	WINE-ARGENTINA	750ML	12.64	
S41576	NAVARRO CORREAS	MALBEC	WINE-ARGENTINA	750ML	12.64	
81140501010	NAVARRO CORREAS	MALBEC	WINE-ARGENTINA	750ML	12.64	
08068631040	DEKUYPER LIC	AMARETTO	CORDIALS-AMERICAN	750ML	12.64	
S25127	DEKUYPER LIC	AMARETTO	CORDIALS-AMERICAN	750ML	12.64	
08068631003	DEKUYPER LIC	AMARETTO	CORDIALS-AMERICAN	750ML	12.64	
08904644401	CATENA	CABERNET SAUVIGNON	WINE-ARGENTINA	750ML	25.29	
P2353043	CATENA	CABERNET SAUVIGNON	WINE-ARGENTINA	750ML	25.29	
09870908850	CATENA	CABERNET SAUVIGNON	WINE-ARGENTINA	750ML	25.29	
08829110005	RON ABUELO	ANEJO	RUM-IMPORTED	750ML	14.94	
08829101231	RON ABUELO	ANEJO	RUM-IMPORTED	750ML	14.94	
08711606965	BELVEDERE	VODKA	VODKA-IMPORTED	375ML	20.69	1
S4994	BELVEDERE	VODKA	VODKA-IMPORTED	375ML	20.69	1
08242243730	SAUZA TRES GENERATIONES	PLATA	TEQUILA	.750L	40.24	
08068683601	SAUZA TRES GENERATIONES	PLATA	TEQUILA	.750L	40.24	
08273431464	CASILLERO DEL DIABLO	MERLOT	WINE-CHILE	750ML	11.49	7
P1808146	CASILLERO DEL DIABLO	MERLOT	WINE-CHILE	750ML	11.49	7
08066036503	LAUDER'S	SCOTCH	WHIS-SCOTCH	1LT	12.64	16
S20301	LAUDER'S	SCOTCH	WHIS-SCOTCH	1LT	12.64	16
03125900892	YELLOW TAIL	CHARDONNAY	WINE-AUSTRALIA	750ML	8.04	
S59565	YELLOW TAIL	CHARDONNAY	WINE-AUSTRALIA	750ML	8.04	
AS03125900892	YELLOW TAIL	CHARDONNAY	WINE-AUSTRALIA	750ML	8.04	
03125900894	YELLOW TAIL	SHIRAZ	WINE-AUSTRALIA	750ML	8.04	
S59561	YELLOW TAIL	SHIRAZ	WINE-AUSTRALIA	750ML	8.04	
AS03125900894	YELLOW TAIL	SHIRAZ	WINE-AUSTRALIA	750ML	8.04	
69901300080	RON BOTRAN 15	RESERVA	RUM-IMPORTED	750ML	34.49	
69901300122	RON BOTRAN 15	RESERVA	RUM-IMPORTED	750ML	34.49	
72105908750	OUZO 12	GREECE	CORDIALS-IMPORTED	750ML	26.44	
S75184	OUZO 12	GREECE	CORDIALS-IMPORTED	750ML	26.44	
08775200564	BARTENURA	MOSCATO D'ASTI	WINE-ITALY	750ML	17.24	12
08068636840	DEKUYPER	MENTHE WHITE	CORDIALS-AMERICAN	750ML	12.64	
S25161	DEKUYPER	MENTHE WHITE	CORDIALS-AMERICAN	750ML	12.64	
08807616128	HENNESSY	VSOP PRIVILEGE	COGNAC	1.75M	160.99	
08723600120	REMY MARTIN	VSOP	COGNAC	1.75M	164.44	2
N294002	REMY MARTIN	VSOP	COGNAC	1.75M	164.44	2
07199030005	COORS LIGHT	6 PK 12 OZ LONG NECK	BEER	12 OZ	10.34	
66388100000	BORU	VODKA	VODKA-IMPORTED	750ML	17.24	1
66388100005	BORU	VODKA	VODKA-IMPORTED	750ML	17.24	1
79813500002	CAZADORES	REPOSADO	TEQUILA	750ML	29.89	3
P412643	CAZADORES	REPOSADO	TEQUILA	750ML	29.89	3
08048017002	CAZADORES	REPOSADO	TEQUILA	750ML	29.89	3
08048098372	CAZADORES	REPOSADO	TEQUILA	750ML	29.89	3
08048098788	CAZADORES	REPOSADO	TEQUILA	750ML	29.89	3
08048098844	CAZADORES	REPOSADO	TEQUILA	750ML	29.89	3
08330004872	AMARULA	MARULA FRUIT CREAM	CORDIALS-IMPORTED	750ML	25.29	
P38042	AMARULA	MARULA FRUIT CREAM	CORDIALS-IMPORTED	750ML	25.29	
76387800245	AMARULA	MARULA FRUIT CREAM	CORDIALS-IMPORTED	750ML	25.29	
76387800248	AMARULA	MARULA FRUIT CREAM	CORDIALS-IMPORTED	750ML	25.29	
08954041668	HIRAM WALKER	SOUR APPLE	CORDIALS-AMERICAN	750ML	13.79	
P82248	HIRAM WALKER	SOUR APPLE	CORDIALS-AMERICAN	750ML	13.79	
08678521448	CAVIT	PINOT NOIR	WINE-ITALY	750ML	11.49	
08308957000	GREY GOOSE	LE CITRON	VODKA-IMPORTED	750ML	31.04	5
S89689	GREY GOOSE	LE CITRON	VODKA-IMPORTED	750ML	31.04	5
S64323	GREY GOOSE	LE CITRON	VODKA-IMPORTED	750ML	31.04	5
